,age,job,marital,education,housing,loan,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,label
21583,54,admin.,married,professional.course,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21584,48,blue-collar,married,high.school,no,no,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21585,47,admin.,married,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21586,54,admin.,married,high.school,no,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21587,57,retired,married,basic.4y,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21588,57,blue-collar,married,basic.4y,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21589,57,retired,married,professional.course,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21590,58,blue-collar,married,basic.4y,yes,no,aug,21,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21591,48,admin.,married,university.degree,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21592,57,admin.,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21593,56,admin.,married,university.degree,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21594,40,admin.,married,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21595,47,admin.,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21596,47,admin.,married,university.degree,yes,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,1
21597,54,technician,married,professional.course,yes,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21598,30,technician,married,professional.course,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,1
21599,47,admin.,married,university.degree,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21600,31,self-employed,married,university.degree,yes,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21601,46,housemaid,married,basic.4y,no,yes,aug,14,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21602,52,admin.,married,high.school,no,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21603,43,management,married,university.degree,no,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21604,57,retired,married,professional.course,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21605,54,technician,married,professional.course,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21606,48,technician,divorced,university.degree,yes,yes,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21607,46,technician,divorced,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21608,51,technician,married,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21609,40,technician,single,professional.course,yes,yes,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21610,47,technician,divorced,high.school,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21611,37,admin.,single,university.degree,no,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21612,44,admin.,divorced,university.degree,no,yes,aug,14,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21613,47,technician,divorced,professional.course,yes,yes,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21614,30,technician,single,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21615,48,admin.,divorced,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21616,54,admin.,married,high.school,yes,yes,aug,13,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21617,44,technician,married,professional.course,no,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21618,41,technician,divorced,professional.course,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21619,33,admin.,single,university.degree,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21620,37,technician,single,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21621,52,admin.,married,university.degree,yes,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21622,54,management,married,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21623,29,admin.,single,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21624,38,technician,single,high.school,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21625,40,admin.,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21626,54,housemaid,married,basic.4y,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,1
21627,37,technician,married,university.degree,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21628,59,retired,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21629,41,technician,divorced,professional.course,no,no,aug,13,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21630,47,technician,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21631,56,retired,divorced,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21632,49,technician,married,professional.course,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21633,56,admin.,married,university.degree,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21634,37,technician,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21635,52,technician,divorced,professional.course,no,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21636,43,technician,married,professional.course,yes,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21637,58,technician,divorced,professional.course,no,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21638,39,admin.,married,university.degree,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21639,42,management,married,university.degree,yes,yes,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21640,29,admin.,single,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21641,32,technician,divorced,professional.course,yes,yes,aug,12,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21642,47,technician,married,professional.course,no,no,aug,15,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21643,30,technician,single,university.degree,no,no,aug,8,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21644,31,unemployed,married,university.degree,yes,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21645,58,admin.,married,high.school,no,no,aug,13,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21646,44,admin.,married,basic.9y,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21647,44,admin.,married,basic.9y,no,no,aug,17,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21648,31,technician,single,professional.course,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21649,33,admin.,single,university.degree,yes,no,aug,13,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21650,39,admin.,married,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21651,47,technician,married,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,1
21652,44,technician,married,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21653,44,technician,married,professional.course,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21654,33,admin.,single,university.degree,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21655,43,admin.,married,university.degree,yes,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21656,29,technician,single,professional.course,no,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21657,46,services,married,basic.9y,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21658,30,management,married,university.degree,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21659,31,technician,single,professional.course,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21660,33,self-employed,married,basic.4y,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21661,33,self-employed,married,basic.4y,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21662,47,admin.,married,high.school,yes,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21663,55,admin.,married,high.school,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21664,37,technician,single,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21665,37,technician,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21666,32,unemployed,married,university.degree,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21667,58,housemaid,married,basic.9y,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21668,50,unemployed,married,basic.9y,no,yes,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21669,46,technician,divorced,professional.course,yes,yes,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21670,46,technician,divorced,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21671,43,technician,married,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21672,40,admin.,divorced,high.school,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21673,56,retired,married,basic.6y,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21674,39,technician,married,high.school,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21675,45,admin.,single,university.degree,yes,no,aug,12,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21676,38,admin.,divorced,university.degree,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21677,41,technician,divorced,professional.course,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21678,43,admin.,single,university.degree,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21679,47,admin.,single,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21680,31,admin.,single,university.degree,yes,no,aug,17,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21681,47,technician,married,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21682,31,unemployed,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21683,47,technician,married,university.degree,yes,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21684,41,technician,married,professional.course,no,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21685,36,management,married,university.degree,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21686,41,technician,married,professional.course,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21687,41,admin.,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21688,35,admin.,single,university.degree,no,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21689,50,management,married,professional.course,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21690,40,admin.,married,university.degree,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21691,30,admin.,married,university.degree,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21692,30,technician,single,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21693,49,unemployed,married,basic.4y,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21694,54,housemaid,married,basic.4y,no,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21695,38,admin.,divorced,university.degree,no,no,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21696,33,admin.,married,university.degree,no,no,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21697,44,technician,married,professional.course,yes,no,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21698,40,admin.,single,university.degree,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21699,43,admin.,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21700,33,admin.,married,university.degree,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21701,40,technician,single,university.degree,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21702,53,technician,married,professional.course,yes,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21703,39,technician,married,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21704,41,technician,married,professional.course,yes,no,aug,8,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21705,43,admin.,divorced,university.degree,yes,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21706,55,admin.,married,high.school,yes,yes,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21707,46,admin.,married,high.school,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21708,57,admin.,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21709,51,technician,married,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
21710,31,technician,single,university.degree,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21711,41,technician,divorced,high.school,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21712,33,services,married,university.degree,no,yes,aug,8,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21713,41,admin.,married,university.degree,yes,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
21714,51,technician,married,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21715,30,technician,single,professional.course,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21716,30,technician,single,university.degree,yes,yes,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21717,33,technician,single,university.degree,yes,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21718,36,self-employed,single,university.degree,yes,yes,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21719,46,technician,divorced,professional.course,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21720,33,admin.,single,university.degree,yes,yes,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21721,32,admin.,divorced,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21722,48,technician,married,university.degree,no,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21723,44,technician,married,professional.course,yes,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21724,43,technician,married,university.degree,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21725,29,technician,single,professional.course,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21726,43,technician,married,professional.course,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21727,44,technician,married,professional.course,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21728,56,self-employed,married,high.school,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21729,39,admin.,married,university.degree,no,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21730,37,admin.,single,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21731,33,services,married,university.degree,no,no,aug,8,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21732,40,admin.,married,university.degree,no,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21733,32,technician,married,professional.course,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21734,57,management,married,university.degree,yes,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21735,31,admin.,single,university.degree,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21736,30,technician,single,university.degree,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21737,35,admin.,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21738,41,admin.,married,university.degree,no,no,aug,13,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21739,37,technician,single,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21740,30,technician,single,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
21741,33,services,married,professional.course,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21742,40,admin.,single,university.degree,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21743,36,admin.,single,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21744,32,admin.,single,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21745,32,technician,married,professional.course,no,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21746,29,technician,married,professional.course,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
21747,32,unemployed,married,university.degree,yes,no,aug,8,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21748,41,technician,divorced,professional.course,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21749,31,admin.,single,university.degree,no,no,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21750,51,technician,married,professional.course,yes,no,aug,13,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21751,57,technician,married,university.degree,yes,yes,aug,9,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21752,43,technician,married,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21753,33,admin.,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21754,41,admin.,married,university.degree,no,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21755,37,admin.,single,university.degree,yes,no,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21756,46,admin.,married,high.school,yes,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21757,55,technician,married,high.school,no,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21758,37,technician,single,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21759,29,technician,single,professional.course,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21760,31,admin.,married,university.degree,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21761,36,admin.,married,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21762,52,admin.,married,basic.9y,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21763,41,technician,divorced,professional.course,yes,yes,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21764,31,admin.,married,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21765,35,management,married,university.degree,yes,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21766,50,admin.,divorced,university.degree,no,no,aug,11,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21767,42,management,married,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21768,33,services,married,university.degree,yes,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21769,40,admin.,married,university.degree,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21770,50,unemployed,married,basic.9y,no,no,aug,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21771,37,admin.,single,university.degree,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21772,31,admin.,married,university.degree,no,no,aug,8,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21773,32,technician,married,professional.course,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21774,35,admin.,married,university.degree,yes,yes,aug,7,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21775,32,admin.,single,university.degree,yes,no,aug,15,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21776,41,admin.,married,university.degree,yes,no,aug,10,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21777,37,technician,single,professional.course,yes,no,aug,12,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21778,31,admin.,single,university.degree,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21779,59,retired,married,university.degree,yes,no,aug,18,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21780,33,services,married,professional.course,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21781,33,technician,married,professional.course,no,no,aug,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21782,31,admin.,married,university.degree,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21783,37,admin.,single,university.degree,no,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21784,46,housemaid,married,basic.4y,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21785,46,technician,married,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21786,40,admin.,divorced,high.school,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21787,43,admin.,married,university.degree,yes,no,aug,6,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21788,33,services,married,professional.course,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21789,37,technician,single,university.degree,yes,yes,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21790,33,services,married,professional.course,yes,yes,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21791,46,technician,married,university.degree,yes,no,aug,14,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21792,46,technician,divorced,university.degree,no,no,aug,18,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21793,48,admin.,single,university.degree,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21794,32,technician,single,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21795,36,admin.,married,university.degree,yes,no,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21796,50,unemployed,married,basic.9y,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21797,58,housemaid,married,basic.9y,no,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21798,56,admin.,married,university.degree,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21799,57,admin.,divorced,university.degree,yes,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21800,44,technician,married,professional.course,no,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21801,37,technician,married,university.degree,no,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
21802,57,management,married,university.degree,yes,no,aug,2,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21803,40,admin.,single,university.degree,no,yes,aug,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21804,36,admin.,married,university.degree,no,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
21805,48,services,married,basic.9y,no,no,aug,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
